제목,본문,URL,날짜,요약
[단독] 공무원 업무를 감리업체에... 7년간 부려먹은 부산국토관리청,"서울 종로구 북촌로112 감사원 청사./전기병 기자
건설 공사가 설계대로 이뤄지는지를 감독해야 하는 감리원을 공사 현장에서 빼내, 공무원들이 해야 하는 업무를 대신하게 한 관청이 감사원 감사에서 적발됐다.
감사원이 최근 공개한 ‘주요 SOC 건설사업 관리 실태’ 감사 보고서에 따르면, 국토교통부 산하 부산지방국토관리청은 2014년 12월 관내에서 진행되는 국도 건설 공사의 감리를 맡은 A업체에 건설기술인 B씨를 직원으로 채용하게 했다. B씨는 공사 현장에서 감리 업무를 수행해야 했지만, 실제로는 부산청의 요구에 따라 부산청 내에서 근무하면서 국정감사 관련 자료 작성, 건설 공사 현장과의 업무 연락, 자료 취합 등 관청 공무원들이 해야 할 업무를 대행했다. 부산청은 A업체가 감리를 맡은 공사가 끝나자, B씨를 관내 다른 국도 공사 감리를 맡은 C업체로 이직시켜 놓고 관청에서 계속 일하게 했다.
이런 식으로 부산청의 6개 과가 2015년부터 2021년까지 감리 업체로부터 감리원 6명을 데려와 공무원 일을 대행시켰다. 6명의 인건비 12억여원은 A·C업체 등 감리 업체들이 댔다. 대전지방국토관리청도 2004년부터 2020년까지 관내 공사 감리를 맡은 감리 업체 등으로부터 사무원 2명을 부당 파견받아 공무원 일을 대신하게 하고, 인건비 5억7900만원은 업체들이 부담하게 한 것으로 드러났다.
국토관리청은 감리원이 공사를 감독하지 않고 현장을 무단 이탈하는 경우 감리 업체에 영업 정지 등의 제재를 가해야 한다. 이런 관청이 오히려 직접 감리원을 현장에서 이탈시킨 것이다. 그 결과, 감리 업체들이 공사 현장에 감리원을 충분히 배치하지 못하게 됐다고 감사원은 지적했다.
부산·대전청은 과거에도 민간 업체로부터 인력을 부당 파견받았다가 2011년 국토부 감사에서 적발돼 시정 요구를 받았었다. 그러나 부산청은 3년여 만에 부당 파견을 재개했고, 대전청은 ‘파견받은 인력을 업체로 복귀시켰다’고 거짓으로 보고한 뒤 계속 일을 시켰다.
이 기간에 부산·대전청에서 과장급 이상 간부로 근무하면서 문제를 알고 있었던 공무원은 23명에 달했다. 이들은 부하 직원들이 부당 파견이 ‘오랜 관행’이라고 주장하자 이를 방치했다. 감사원은 국토부 장관에게 이 가운데 2명을 징계하고 21명에게 주의를 주라고 요구했다.",https://www.chosun.com/politics/goverment/2023/06/17/6KO3ICBDGNFTTGENBJ5MHTN34E/,2023-06-17,"국토관리청이 감리원을 공사 현장에서 빼내어 공무원 업무를 대신하도록 하면서, 감리 업체로부터 감리원을 파견받아 공무원 일을 하게 한 사실이 드러났다. 부산·대전지방국토관리청은 6명의 감리원을 파견받아 12억여원, 5억7900만원의 인건비를 업체들이 부담하게 한 것으로 확인됐다. 감사원은 이러한 사례로 인해 감리 업체들이 공사 현장에 충분한 감리원을 배치하지 못하게 되었다고 지적했다. 이에 대한 책임을 물어 국토부 장관에게 2명을 징계하고 21명에게 주의를 주는 조치를 취하라고 요구했다."
인사 전횡 의혹 1급 면직… 작년 대기발령 100명은 민·형사 소송 준비,"김규현 국가정보원장 등이 지난달 31일 오후 서울 여의도 국회에서 열린 정보위원회 전체회의에 참석하고 있다. 왼쪽부터 권춘택 1차장, 김 국정원장, 김수연 2차장./뉴스1
국가정보원 인사파동이 확산하고 있다. 지난 2일 1급 7명 등 8명의 인사 취소 원인으로 지목된 1급 A씨는 16일 면직됐다. 여기에 정권교체 이후 물갈이 인사 차원에서 대기발령됐던 국정원 2,3급 100여명이 이번 인사파동을 계기로 김규현 국정원장에게 민형사상 소송을 준비하는 것으로 알려졌다.
인사 전횡의 당사자로 지목됐다 면직된 A씨는 김 원장의 비서실장 출신으로 자신이 1급으로 승진하고, 그와 이런저런 인연이 있다고 지목된 인사들도 다수 진급했었다. 국정원의 한 인사는 “국내 파트 출신 3급 인사가 갑자기 해외 파트 요직인 1급 국장 자리로 오니 많은 직원들이 당혹스러워했다”고 말했다. 승진 인사 상당수가 국내 파트 출신인 A씨와 입사 동기이거나 같은 부서 출신이라며 인사 공정성에 문제가 있다는 주장도 제기됐다. 다른 관계자는 “인사·조직·총무·북한·해외 등 핵심 보직에 A씨와 인연이 있는 국내 파트 출신들이 대거 기용됐고 이런 내용이 대통령실에 여러 경로를 통해 전달된 것으로 알고 있다”고 했다.
반면 “현 정부 들어 인사에서 불이익을 받은 그룹들이 자신들의 치부를 가리려 인사 문제를 제기했다”는 반론도 나왔다. 지난 정부에서 승승장구했던 이들이 인사에서 불이익을 받자 조직적 음해를 하고 있다는 것이다. 한 정보 소식통은 “해외 파트나 주요국 공관에 공사로 발령 났던 1급 인사들도 해외 정보 분석이나 파견국 관련 공작 업무를 국내에서 담당한 경험이 있는 사람들로 부적격 인사란 공격은 음해”라고 했다. 다른 인사는 “전 정부 때 국정원 주류로 분류됐던 인사가 A씨 등에 대한 공격의 배후란 소문도 돈다”고 했다.
이처럼 인사를 둘러싼 잡음이 터져 나오자 대통령실 공직기강비서관실은 A씨의 인사 전횡 의혹과 그간 이뤄진 국정원 인사에 대한 감찰 작업에 들어갔다.",https://www.chosun.com/politics/assembly/2023/06/17/AXBKGLGPUBEDLCRCA72IWSQ6U4/,2023-06-17,"국가정보원 내 인사파동으로 1급 A씨가 면직되고, 대기발령이었던 100여명의 2,3급 인사가 국정원장에게 민형사상 소송을 준비 중이다. A씨는 국정원장 비서실장 출신으로 인연이 있는 인사들의 승진과 관련해 공정성 문제가 제기되었으며, 대통령실은 감찰 작업을 진행 중이다. 이에 대해 불이익을 받은 그룹들이 조직적 음해를 행하는 반론도 나오고 있다."
"北, 발사체 추락 직후 중국에 SOS… “잔해 인양 나서달라”","북한이 지난달 31일 쏘아 올린 우주 발사체가 서해상에 추락한 직후 중국 측에 인양을 요청한 정황을 한국 정보 당국이 포착한 것으로 16일 알려졌다. 정보 당국은 발사체를 한국군이 인양하는 것을 막기 위해 북한이 중국 측에 인양을 요청한 것으로 보고, 인양 해역 주변에 해군 함정을 여러 척 배치했다고 한다. 정보 당국은 또 북한이 발사체 추락 후 추가 발사를 예고했지만, 기술적 문제를 해결하지 못해 내부 동요가 심상치 않다고 보고 상황을 주시하고 있다.
북한이 탄도미사일 기술을 이용해 발사한 우주발사체 '천리마 1형'의 잔해물이 서해에 추락한 지 15일 만에 인양돼 16일 경기도 평택시 포승읍 해군 제2함대사령부에서 언론에 공개되고 있다. /연합뉴스
정보 소식통은 “북한이 발사체 추락 직후 중국에 인양을 도와달라고 요청한 정황이 파악됐고, 이에 따라 한국군은 해군 함정 여러 척을 배치해 신속한 인양에 나선 것”이라고 전했다. 서해 공해상에 추락한 발사체는 먼저 인양하는 쪽이 권리를 갖는데, 북한이 발사체 관련 기술이 한국군에 넘어가는 것을 막기 위해 중국 도움을 요청한 것으로 보인다는 것이다. 실제 한국군은 북 발사체가 서해 공해상에 떨어진 점을 고려해 인양 인력·장비와 함께 경계용 함정을 인양 현장 주변에 여러 척 배치하고 잔해 수색 작전을 펼쳤다. 그 결과 추락 1시간여 만에 일시적으로 바다에 떠 있던 발사체 잔해 일부를 발견하고, 이 잔해가 수중에 가라앉자 고장력 밧줄을 설치해 15일 건져냈다.
정보 당국은 북한이 발사체 추락 후 추가 발사를 예고했지만, 기술적 결함을 아직 해결하지 못한 것으로 보고 있다. 북한 김여정은 지난 4일 담화를 통해 군사 정찰 위성 발사 등을 지속할 것이라고 했다. 그러나 정보 소식통은 “북한이 추락 발사체의 기술적 결함을 완전히 해결하지 못해 추가 발사에 나서지 못하면서 북 권력층 내부가 동요하는 등 심상치 않은 분위기가 포착됐다”고 전했다.
관련 기사
인양한 北발사체 큰 손상 없어...“ICBM 수준 엿볼 열쇠 얻었다”",https://www.chosun.com/politics/diplomacy-defense/2023/06/17/FJS6W2MWJZH2DF7AWYF5FCV2LQ/,2023-06-17,"한국 정보 당국은 북한이 발사한 우주 발사체가 서해에 추락한 후 중국에 인양을 요청한 것을 포착했으며, 한국군은 북한의 기술 유출을 막기 위해 해군 함정을 배치했다. 발사체 잔해는 15일 만에 인양돼 발견됐고, 북한은 추가 발사를 예고했지만 기술적 결함으로 인해 어려움을 겪고 있어 상황을 주시하고 있다고 전했다."
"김어준, 수사·재판받아… MBC 재수사, 결론 안나","이동재 전 채널A 기자에게 이른바 ‘검·언 유착’ 프레임을 걸어 구속 기소에 이르게 한 인사들은 현재 허위사실 유포와 명예훼손 등의 혐의로 재판을 받거나 추가 수사를 받고 있다. 이 전 기자가 회복하기 어려운 상처를 받은 것에 비해 이들은 여전히 ‘건재’하다는 지적이 나온다.
“이동재 기자가 ‘유시민에게 돈을 줬다고 하라’고 했다”는 허위 사실을 유포한 최강욱 민주당 의원은 민·형사 3건에 대해 수사 및 재판 중이다. 1심은 최 의원 발언이 거짓이라면서도 비방 목적은 없었다는 이유로 무죄를 선고했고, 2심 중이다. 민사 1심은 “최 의원이 300만원을 배상하라”고 했지만, 최 의원이 불복해 2심 중이다. 최근 경찰은 최 의원의 또 다른 거짓말 혐의에 대해 기소 의견으로 검찰에 송치했다.
황희석 전 법무부 인권국장 역시 허위 발언 혐의로 최근 검찰에 송치됐다. 김어준씨도 “채널A 기자가 ‘유시민에게 돈을 줬다고만 해라. 그 다음은 우리가 알아서 한다’고 했다. 이런 게 ‘공작’”이라고 한 것과 관련, 수사와 민사 재판을 받고 있다.
검찰은 작년 8월부터 업무방해, 명예훼손 혐의 등으로 MBC 기자들에 대해 재수사에 나섰지만 결론을 미루고 있다. MBC 기자들은 ‘최경환 전 부총리의 신라젠 65억원 투자’ 오보도 냈지만, 제보자였던 이철씨만 기소됐다. ‘한동훈 검사장과 이 전 기자의 총선 개입 공모’ 오보를 낸 KBS 기자는 거짓 정보를 준 혐의를 받는 신성식 검사장과 함께 기소돼 1심 재판을 받고 있다.
MBC 제보자 지현진씨는 이 전 기자와 대화를 녹음하는 과정에서 “윤우진 전 용산세무서장이 이철에게 100억을 요구했다”고 한 허위 발언으로만 1심 재판 중이다.",https://www.chosun.com/politics/politics_general/2023/06/17/A465EFIZURGBRFURYR3MIJTCHY/,2023-06-17,"채널A 기자 이동재에 대한 허위사실 유포와 명예훼손 혐의로 구속 기소된 인사들은 여전히 재판을 받거나 추가 수사를 받고 있다. 최강욱 의원은 1심에서 무죄 판결을 받았지만, 2심 중이며, 황희석 전 법무부 인권국장과 김어준씨도 허위 발언 혐의로 검찰 수사를 받고 있다. 또한 MBC와 KBS 기자들도 거짓 정보 유포로 인해 재판을 받고 있으며, MBC 제보자 지현진씨 역시 허위 발언으로 1심 재판 중이다."
위기의 김규현,"김규현 국가정보원장이 31일 오후 서울 여의도 국회에서 열린 정보위원회 전체회의에 참석에 앞서 박덕흠 정보위원장실로 향하고 있다./뉴시스
김규현 국정원장이 16일 자신이 주도했던 1급 승진 인사가 번복되는 과정에 대한 진상 규명을 검토하는 것으로 알려졌다. 자기 측근 A씨가 인사에 깊숙이 개입했는지 규명해 사실이 아닐 경우 적극 소명하겠다는 뜻으로 보인다. 김 원장은 또 작년 대기발령이 났던 2, 3급 100여 명 중 15명을 최근 중동과 아프리카 주재관으로 발령 낸 것으로 알려졌다. 여권 관계자는 “김 원장이 측근 A씨의 인사 전횡을 방치했다는 공격을 받자 대응에 나선 것 같다”고 말했다.
그러나 김 원장은 이번 인사 파동으로 상당한 타격을 입게 됐다. 사태 진전에 따라 거취 문제가 불거질 수 있다. 김 원장은 이달 초 1급 부서장 승진 인사를 포함해 간부진 17~18명 인사를 실시했다. 이 인사는 윤 대통령의 재가를 받아 이뤄졌다. 그런데 윤 대통령이 지난주 이들 중 1급 7명과 인사처장 등 8명에 대해 대기발령 조치하고 직무에서 배제했다. 이 인사에서 1급으로 승진한 A씨가 인사에 깊숙이 개입해 자신의 국정원 동기 등을 1급으로 진급시켰다는 의혹 등이 제기된 것이다.
김 원장은 지난주 윤 대통령을 면담하고 윤 대통령이 문제 삼은 인사안에 대해 “오해가 있다”며 소명한 것으로 알려졌다. 여권 관계자는 “김 원장은 A씨가 이번 인사에 개입해 자기 라인을 승진시켰다는 주장은 사실이 아니라고 소명했지만, 윤 대통령은 아직 완전히 수용하지는 않은 것으로 안다”고 전했다. 대통령실과 국정원 기획조정실에서 이번 인사에 대해 추가 조사를 진행 중인 것도 김 원장으로선 부담이다.
이 때문에 대통령실과 여권 일각에선 김 원장 교체 가능성을 거론하는 사람도 적잖다. 김 원장이 당장 물러나지 않더라도 사태가 어느 정도 수습된 뒤 윤 대통령이 책임을 물을 가능성이 있다는 것이다. 반면 윤 대통령이 사안의 진상을 가려 최종 인사 조치를 결정한 뒤 김 원장을 재신임할 가능성을 거론하는 사람도 있다. 한 여권 인사는 “윤 대통령도 김 원장이 사심 없이 국정원 정상화에 매진해온 점은 인정하고 있다”고 전했다. 여권 핵심 관계자는 “김 원장으로선 자신이 한 인사안을 대통령이 번복한 상황에서 거취에 대한 고심이 클 것”이라면서도 “일단 자신의 의도와 달리 전횡 의혹이 불거진 부분에 대해서는 철저히 진상을 규명하면서 대통령의 방침을 기다리겠다는 생각으로 안다”고 했다.",https://www.chosun.com/politics/diplomacy-defense/2023/06/17/6TT7XHAQQVH6FDQKBPKQ265KIU/,2023-06-17,"김규현 국가정보원장은 1급 승진 인사 번복과 관련된 진상 규명을 검토하고 있다. 지난해 대기발령을 받았던 100여 명 중 15명을 중동과 아프리카 주재관으로 발령했으며, 1급 승진 인사에서 자신의 동기를 승진시킨 의혹이 제기되었다. 김 원장은 윤 대통령과 면담하여 오해가 있다며 소명했지만, 여전히 추가 조사가 진행 중이며 교체 가능성이 거론되고 있다."
"한미일, 北미사일 발사 공동 규탄… “안보리 결의 위반”","조태용 국가안보실장(오른쪽)이 지난 15일 일본 도쿄에서 열린 한미일 안보실장 회의에서 제이크 설리번 미국 국가안보보좌관(왼쪽), 아키바 다케오 일본 국가안전보장국장과 기념촬영을 하고 있다./대통령실 제공
한국과 미국, 일본은 16일 북한의 단거리탄도미사일(SRBM) 발사와 관련해 “유엔 안보리 결의의 명백한 위반”이라며 공동 규탄 성명을 발표했다. 북한이 지난 15일 역대 최대 규모로 진행된 한미 연합·합동 화력격멸훈련을 비난한 후 평양 순안 일대에서 동해상으로 단거리 탄도미사일 2발을 발사한 것에 대한 조치다.
한·미·일은 이날 3국 안보실장 명의로 발표한 공동성명에서 “북한의 불법적 대량살상무기와 탄도미사일 프로그램이 지역, 국제평화와 안보, 국제 비확산 체제에 미치는 위협을 보여준다”며 이같이 밝혔다. 공동성명은 “이러한 행동은 북한이 불안정을 야기하는 발사를 실시하는 데 필요한 기술과 물자의 획득을 방지하기 위해 고안된 대북 유엔 안보리 결의를 모든 국가가 완전히 이행해야 할 필요성을 보여준다”고 했다.
공동성명은 또 “한·미·일 협력이 북한의 도발로 흔들리지 않을 것임을 확인하고, 북한이 지속적 도발이 아닌 외교의 길을 택해야 한다는 믿음을 공유했다”면서 “인태 지역의 평화와 안정을 수호하기 위한 공동의 노력을 배가한다는 의지를 밝혔다”고 했다. 미국이 한국과 일본에 대한 철통 같은 안보 공약을 분명히 재확인했다고도 했다.
조태용 국가안보실장, 제이크 설리번 미국 국가안보보좌관, 아키바 다케오 일본 국가안전보장국장은 이날 일본 도쿄에서 만나 북한의 불법적 핵, 미사일 프로그램 위협에 대응하기 위한 빈틈없는 조율을 포함, 3자간 협력을 더욱 강화하기 위한 방안에 대해 협의했다.",https://www.chosun.com/politics/diplomacy-defense/2023/06/17/V527I7AOFVGOHLJXCQIPIMTE6A/,2023-06-17,"한국, 미국, 일본은 북한의 단거리탄도미사일 발사를 공동 규탄하며 유엔 안보리 결의 위반을 지적했다. 3국 안보실장은 북한의 불법 무기 프로그램이 지역 안보를 위협하며 외교적 해결을 촉구했고, 미국은 한·미·일 간 안보 협력을 강조했다. 한·미·일 안보실장은 북한의 핵·미사일 위협에 대응하기 위한 협력 방안을 논의하고 강화하기로 합의했다."
"이래서 뽑았나… 野혁신위원장 “돈봉투 사건, 만들어졌을 수도”","송영길 전 민주당 대표가 15일 KBS 생방송 ‘더 라이브’ 프로그램에 출연해 검찰과 윤석열 정부 정책에 대한 비판을 하고 있다./KBS
더불어민주당 혁신기구가 출범도 하기 전에 비판받고 있다. 한국외대 김은경 교수는 혁신위원장으로 지명된 지난 15일 한 언론과의 인터뷰에서 “돈 봉투 사건이 (검찰에 의해) 만들어졌을 수도 있겠다는 생각이 든다”며 “자료를 보고 판단하겠다”고 말했다. 돈 봉투 사건으로 구속영장이 청구된 민주당 출신 윤관석·이성만 의원에 대한 체포 동의안이 지난 12일 부결된 것에 대해선 “국민 눈높이에 맞지 않지만 (불체포특권이) 헌법상의 권리인 것은 맞는다”고 했다.
민주당은 노웅래 의원과 이재명 대표에 이어 윤·이 의원 체포 동의안까지 부결시켜 ‘방탄 정당’ 오명을 썼다. 또 당내에서 ‘돈 봉투 사건은 검찰의 기획’이라는 주장이 이어져 논란이 됐다. 이런 상황에서 김 교수의 발언은 혁신기구 책임자로서 부적절하다는 비판이 나왔다. 국민의힘 신주호 부대변인은 “민주당 혁신 최우선 순위는 도덕적 해이와 사법 리스크인데, 지금까지 민주당의 뻔뻔한 주장을 되풀이하는 사람이 무슨 혁신을 하겠다는 것이냐”고 했다. 본지는 이와 관련해 김 교수 입장을 듣고자 여러 차례 연락을 취했으나 닿지 않았다.
한국외대 김은경 교수
혁신기구의 방향과 역할에 대해서도 친명과 비명의 주장이 엇갈리고 있다. 친명계는 이날 김 교수를 향해 이 대표에게 우호적인 권리당원 위주로 당을 재편하라고 압박했다. 정청래 최고위원은 회의에서 “민주당의 주인은 당원이며, 이재명 지도부는 당원이 주인이 되는 정당을 만들겠다고 공약해 당선됐다”며 “당원이 주인인 정당을 만드는 데 최선의 노력을 다해 달라”고 했다. 혁신기구 권한을 제한하려는 뜻도 내비쳤다.
반면 비명계는 혁신기구가 강력한 권한을 갖고 이재명 대표 체제에 대해 평가해야 한다는 입장을 이어갔다. 김종민 의원은 라디오에서 “두 달 뒤면 이재명 체제 1년인데 이 지도부로 내년 총선에서 이길 수 있느냐에 대해 토론해야 한다”고 했고, 윤건영 의원은 “혁신의 끝을 미리 재단하려고 들면 안 된다”고 했다.
혁신 방향을 두고 갈등이 이어지며 당 일각에선 벌써 ‘혁신기구 무용론’도 제기되고 있다. 한 초선 의원은 “혁신보다 화합이 시급해 보인다”며 “지금 혁신기구가 과연 무엇을 할 수 있을지 모르겠다”고 했다. 민주당 관계자는 “정치권 이력이 거의 없는 김 교수가 당내 갈등 속에서 혁신위를 잘 이끌 수 있을지에 대해 우려가 있다”고 했다.",https://www.chosun.com/politics/assembly/2023/06/17/LPQHR3S57NB37HKUWNVCHJQOY4/,2023-06-17,"송영길 전 민주당 대표가 KBS 프로그램에 출연해 검찰과 윤석열 정부 정책을 비판했다. 민주당 혁신기구 출범 전부터 비판 받고 있는데, 김은경 교수는 돈 봉투 사건이 검찰에 의해 조작됐을 수도 있다고 언급했고, 혁신기구 책임자인 김 교수의 발언에 대한 비판이 나왔다. 민주당 내부에서는 혁신기구의 방향과 역할에 대한 의견이 엇갈리고 있으며, 혁신기구 무용론이 제기되는 등 당 내부 갈등이 심화되고 있다."
"이해찬, 조국 파면 비난하며 “서울대 명부에서 나 빼달라 하고 싶어”","이해찬 전 더불어민주당 대표가 최근 서울대에서 조국 전 법무부 장관의 교수직 파면을 결정한 것에 대해 “내가 서울대를 나왔는데, 졸업생 명부에서 나를 빼달라고 하고 싶다”고 했다. 이 전 대표는 서울대 섬유공학과에 71학번으로 입학했다가 자퇴하고 사회학과 72학번으로 재입학했다.
이해찬 전 더불어민주당 대표가 지난 14일 국회에서 열린 6·15 남북공동선언 23주년 기념 토론회에 참석해 사회자의 발언을 듣고 있다. /뉴스1
이 전 대표는 16일 민주당 교육연수원 주최로 전북도당에서 열린 ‘대한민국 이대로 괜찮은가’ 강연에서 “이런 무도한 짓을 끝내기 위해선 내년 총선에서 이기는 게 무척 중요하다”며 이같이 말했다. 그는 “서울대 교수 되기가 얼마나 어려운데, 딸이 장학금 받아서 (조 전 장관이) 파면됐다”며 “앞으로 모든 공직자와 교수, 기자들 자녀는 장학금을 받으면 안 된다. 아빠가 파면된다”고 했다.
이 전 대표는 “내가 서울대 두 번 들어갔는데 지금은 후회막급”이라며 “그런 학교를 나왔다는 걸 어디 가서 뭐라고 하겠나”라고 했다.
서울대 교원징계위원회는 지난 13일 조 전 장관의 교수직 파면을 의결했다. 조 전 장관은 딸의 서울대 의전원 입시에 허위 인턴확인서를 제출하고 아들의 조지워싱턴대 온라인 시험을 대리한 입시 비리 혐의, 딸 장학금 명목으로 600만원을 받은 청탁금지법 위반 혐의, 유재수 전 부산시 부시장 감찰 무마 혐의 등으로 2019년 말 기소됐다. 이후 지난 2월 1심 재판부로부터 징역 2년에 추징금 600만원을 선고받았다.
이 전 대표는 “기성 언론에 비치는 게 다는 아니다. 그걸로 착각하면 안 된다”고 했다. 그는 “기성 언론은 사유화됐으니 거기 현혹되면 안 된다”며 “내년 총선을 위해 휴대전화로 좋은 유튜브, SNS(소셜미디어)를 보라”고 했다. 또 “기성 언론은 쓰레기 하치장”이라고도 했다. 이재명 대표가 대선에서 윤석열 대통령에게 진 것이 언론의 작전 탓이라는 취지의 주장도 했다.
이 전 대표는 싱하이밍 주한 중국대사가 이재명 대표를 만난 자리에서 부적절한 발언을 한 것에 대해선 “중국 대사가 말을 잘못하긴 했지만 그게 중국의 공식 입장”이라고 했다. 이 전 대표는 “그걸로 대통령이 원새개(위안스카이)라고 비유까지 했는데, 비교할 대상끼리 해야 한다”며 “원새개는 별짓 다 하고 중국에 돌아가서 쿠데타로 집권까지 했던 사람인데, 그런 사람과 지금 대사를 비유하면 시진핑 주석을 만날 때 뭐라고 하겠나”라고 했다.",https://www.chosun.com/politics/assembly/2023/06/16/LBNLI5UEWJER3K6F24TESVMGSM/,2023-06-16,"이해찬 전 더불어민주당 대표는 조국 전 법무부 장관의 교수직 파면에 대해 ""서울대를 나왔는데 나를 빼달라고 하고 싶다""고 했으며, 서울대 섬유공학과 71학번으로 입학해 사회학과 72학번으로 재입학한 경험을 공유했다. 또한, ""공직자와 교수, 기자 자녀는 장학금을 받으면 안 된다""며 이를 통해 조 전 장관의 사태에 대한 비판을 제기했다. 지난 13일 서울대 교원징계위원회는 조 전 장관의 교수직 파면을 의결했으며, 조 전 장관은 입시비리 등 혐의로 징역 2년과 추징금 600만원을 선고받았다."
민주 “尹정부 태양광 비리 빌미로 전 정부 때리기 몰두”,"윤석열 대통령은 최근 감사원 조사를 통해 드러난 문재인 정부 시절 태양광 발전 사업 비리와 관련해 “당시 의사결정 라인 전반을 철저히 조사하라”고 지시했다. 사진은 윤 대통령이 6월 13일 서울 용산 대통령실에서 열린 국무회의를 주재하는 모습. / 연합뉴스
더불어민주당이 16일 윤석열 대통령을 향해 “연일 태양광 사업과 관련한 조사를 지시하면서 전 정부 때리기에 몰두하고 있다”며 “태양광 사업 비리를 빌미로 신재생에너지 사업을 후퇴시키려는 정부의 행태는 빈대 잡으려고 초가삼간을 태우겠다는 꼴”라고 비판했다.
권칠승 민주당 수석대변인은 이날 서면브리핑을 통해 “국무조정실과 감사원 감사에 이어, 대통령이 직접 나서 공직기강비서실에 별도의 감찰을 지시했다”며 이 같이 말했다.
권 대변인은 “사전에 짜 놓은 각본처럼 전임 정부를 겨냥한 정치 감사, 표적 수사가 일사천리로 진행되고 있다”며 “자신들의 실정을 덮고 여론을 호도하려는 윤석열 정부의 의도가 빤히 보인다”고 덧붙였다.
이어 “2021년 기준 전 세계 풍력·태양광 발전 비중이 평균 10%를 넘었다. 하지만 우리나라는 OECD 국가 중 최하위 수준”이라며 “갈 길이 먼 신재생에너지 사업”이라고 밝혔다.
권 수석대변인은 “윤석열 정부는 지난 1년간 관련 부서의 사업을 감사와 수사로 발목 잡았다”며 “그 사이 태양광 산업은 빠르게 위축되어가고 있다”고 했다.
또한 “부정과 비리를 도려내겠다는데 말릴 사람은 없지만 신재생에너지에 대한 무지와 부정적 인식을 정의감으로 포장해 글로벌스탠다드에 역행해서는 안 된다”고도 했다.
그러면서 “친원전 정책에 눈이 멀어 RE100에 뒤처진 우리 기업들의 고통은 보이지 않나”라며 “윤 대통령은 신재생에너지에 대한 무지로 에너지 정책을 망치고 있음을 깨닫길 바란다”고 했다.",https://www.chosun.com/politics/politics_general/2023/06/16/K2JVX32MZVA6PI2AXUXNQ3QH7Q/,2023-06-16,"윤석열 대통령은 감사원 조사 결과를 토대로 문재인 정부 시절 태양광 발전 사업 비리 조사를 지시했다. 반면 더불어민주당은 이를 전 정부 비판에 몰두하는 것으로 비판하며, 윤 대통령의 의도를 의심하고 있다. 한편, 권 대변인은 신재생에너지 사업이 세계 평균을 하회하는 상황을 지적하고, 윤 정부의 감사와 수사로 태양광 산업이 위축되고 있다고 우려를 표명했다."
北 21년 연속 최악 인신매매국 지정 ... 중·러도 북한과 같은 3등급,"인분 나르는 정치범들 일본의 후지TV가 공개한 북한 함남 요덕정치범수용소 모습으로, 정치범들이 경비대와 보위부원들의 주택가를 돌며 인분을 퍼내, 나르는 모습이다. 후지TV제공
북한이 21년 연속 최악의 인신매매국으로 평가됐다. 중국, 러시아도 북한과 같은 3등급으로 분류됐다.
미국 국무부는 15일(현지 시각) 발표한 ‘2023년 인신매매 보고서’에서 북한을 최저등급인 3등급으로 분류했다.
보고서는 북한 정치범 수용소 수감자를 8만~12만 명, 식당과 공장 등 중국에서 일하는 북한 근로자의 수를 2만~10만 명으로 추정했다. 이어 “북한은 국가가 후원하는 강제 노동으로 얻은 수익금을 정부 운영에 사용했다”고 지적했다.
또 “탈북이나 제3국 망명을 목적으로 국경을 넘은 북한 주민은 최소 5년의 노동교화형에 처해진다”며 “중국에 머물고 있는 탈북자들이 중국 당국에 적발되면 강제로 북한으로 송환돼 강제 노동이나 고문, 낙태, 처형 등 가혹한 처벌을 받는다”고 밝혔다.
중국도 북한과 함께 3등급으로 평가됐다. 보고서는 “중국 당국은 망명을 모색하는 북한 주민들을 구금하고, 일부는 가혹한 처벌이나 사형에 처할 가능성이 있는 북한으로 강제로 돌려보냈다”며 강제 북송 문제를 언급했다.
국무부는 한국과 관련해서는 “한국 정부는 이주 노동자들 사이에 노동착취 인신매매가 만연하고 있다는 보도에도 불구하고 외국인 강제노동 피해자를 식별하는 보고를 하지 않았다”고 지적했다. 다만 “인신매매 근절을 위해 상당한 노력을 하고 있다. 한국 정부의 노력이 전반적으로 증대됐다”고 평가했다.
미국은 2001년부터 자국법에 따라 평가국을 1~3등급으로 분류하는 인신매매 보고서를 매년 발간하고 있다. 한국은 2001년 첫 보고서에서 3등급을 받았으나 이후 줄곧 1등급을 유지하다 지난해 2등급으로 분류됐다. 올해 보고서에선 한국과 함께 일본, 스위스, 뉴질랜드 등이 2등급, 북한과 중국, 러시아 등 24개국이 3등급으로 분류됐다.",https://www.chosun.com/politics/north_korea/2023/06/16/EYF6UYXF5FAIXGHWICOMROHWHM/,2023-06-16,"후지TV가 공개한 북한 함남 요덕정치범수용소 모습에서 정치범들이 인분을 나르는 모습이 포착됐다. 미국 국무부는 2023년 인신매매 보고서에서 북한을 최저등급인 3등급으로 분류하며, 북한 정치범 수용소 수감자를 8만~12만 명, 중국에서 일하는 북한 근로자를 2만~10만 명으로 추정했다. 또한 중국도 북한과 함께 3등급으로 평가되었는데, 중국 당국이 망명을 모색하는 북한 주민들을 구금하고 강제로 북한으로 돌려보내는 사례를 언급했다. 한국은 이주 노동자들 사이에 노동착취 인신매매가 만연하다는 지적을 받았지만, 인신매매 근절을 위한 노력이 증대되고 있다고 평가받았다."
